iter	RMSE
322	4.763507276
323	4.746656158
324	4.744658045
325	4.729519568
326	4.724241967
327	4.704423394
328	4.685425026
329	4.669589491
330	4.655757847
331	4.641721979
332	4.633195209
333	4.618051456
334	4.606434665
335	4.594914654
336	4.575293457
337	4.562170485
338	4.560426108
339	4.548100289
340	4.537291789
341	4.525463091
342	4.509121976
343	4.496326533
344	4.486605229
345	4.474843201
346	4.467403713
347	4.453682933
348	4.44384481
349	4.425458719
350	4.414207944
351	4.400894868
352	4.39161115
353	4.382711851
354	4.371675425
355	4.358007746
356	4.349518899
357	4.342994771
358	4.329831014
359	4.321228468
360	4.311218139
361	4.305224548
362	4.291099975
363	4.28047983
364	4.268326134
365	4.259073204
366	4.249645222
367	4.245173228
368	4.232187244
369	4.218650652
370	4.20565229
371	4.197316514
372	4.176715895
373	4.164343328
374	4.153022075
375	4.138963858
376	4.135710906
377	4.127139475
378	4.114750611
379	4.108450326
380	4.105576021
381	4.092997743
382	4.080472239
383	4.06818873
384	4.062492576
385	4.054297669
386	4.043030878
387	4.033546833
388	4.021318652
389	4.014160747
390	4.004344324
391	3.997588103
392	3.988168739
393	3.983574777
394	3.974779535
395	3.963169715
396	3.955898519
397	3.943860524
398	3.931381406
399	3.922935744
400	3.920433328
401	3.912563787
402	3.903979889
403	3.894890137
404	3.883976651
405	3.882979662
406	3.87371349
407	3.8674533
408	3.856044621
409	3.848748965
410	3.842326033
411	3.829516061
412	3.817557373
413	3.803702278
414	3.792065841
415	3.781361662
416	3.770390457
417	3.763729438
418	3.754591759
419	3.744706101
420	3.734053293
421	3.732172691
422	3.720459711
423	3.714625296
424	3.70874793
425	3.698962575
426	3.695735044
427	3.690922377
428	3.680797416
429	3.672146136
430	3.661588901
431	3.649793439
432	3.641758039
433	3.63095073
434	3.629372197
435	3.620602261
436	3.612442498
437	3.607914539
438	3.600091933
439	3.58915499
440	3.584733738
441	3.575623272
442	3.567638882
443	3.561180491
444	3.549728528
445	3.547665504
446	3.540630237
447	3.537969817
448	3.529540654
449	3.527019145
450	3.514183473
451	3.505200633
452	3.493197961
453	3.486907523
454	3.478896175
455	3.469000133
456	3.458142604
457	3.45433268
458	3.446096686
459	3.445179934
460	3.437113441
461	3.430499467
462	3.422648579
463	3.410750497
464	3.397896048
465	3.387445898
466	3.379772544
467	3.37313732
468	3.367373807
469	3.359106128
470	3.350729005
471	3.34344783
472	3.338660656
473	3.329586611
474	3.321633031
475	3.314236489
476	3.307689573
477	3.306918793
478	3.295414913
479	3.289717095
480	3.286606993
481	3.27605856
482	3.266813773
483	3.258214338
484	3.2528895
485	3.242511821
486	3.241604166
487	3.233792928
488	3.226015299
489	3.218818974
490	3.207818859
491	3.200780419
492	3.192400267
493	3.182757786
494	3.177642932
495	3.170748576
496	3.162974201
497	3.160901627
498	3.149022429
499	3.148345498
500	3.140563206
501	3.13983223
502	3.132421324
503	3.122766086
504	3.116429883
505	3.105048632
506	3.099405033
507	3.094570362
508	3.084421754
509	3.078536333
510	3.070759826
511	3.061992589
512	3.054587527
513	3.048472078
514	3.047157253
515	3.040085723
516	3.037639074
517	3.037123616
518	3.026834162
519	3.025207735
520	3.01757177
521	3.013668439
522	3.00746999
523	2.999595336
524	2.99288523
525	2.991704917
526	2.982773687
527	2.977074734
528	2.971910692
529	2.971369011
530	2.965507381
531	2.960693502
532	2.953948044
533	2.950461074
534	2.944212825
535	2.938807722
536	2.927419968
537	2.924011301
538	2.916473238
539	2.912249745
540	2.911077501
541	2.905919816
542	2.898937064
543	2.896165018
544	2.895252688
545	2.891334255
546	2.882240853
547	2.876410428
548	2.872874074
549	2.865961297
550	2.85662289
551	2.854966822
552	2.851681014
553	2.851089552
554	2.847606687
555	2.841343663
556	2.840745379
557	2.835593213
558	2.831133483
559	2.825149572
560	2.816787636
561	2.807833626
562	2.802484283
563	2.796840892
564	2.790178662
565	2.78316179
566	2.781928879
567	2.773205209
568	2.770223989
569	2.765360443
570	2.758716223
571	2.751500753
572	2.747720471
573	2.744525427
574	2.738679004
575	2.731716446
576	2.730423113
577	2.725767058
578	2.722702321
579	2.716240278
580	2.712996907
581	2.70489759
582	2.699583511
583	2.69313095
584	2.692566408
585	2.68904645
586	2.688004071
587	2.685043904
588	2.682422045
589	2.677259505
590	2.671230742
591	2.666109522
592	2.661171565
593	2.655269979
594	2.650191625
595	2.64456179
596	2.639978871
597	2.632378024
598	2.625682794
599	2.620620095
600	2.616628669
601	2.616222489
602	2.610864797
603	2.602987277
604	2.596108393
605	2.594458274
606	2.589780447
607	2.58246386
608	2.578274717
609	2.573034772
610	2.566931339
611	2.563630875
612	2.55936463
613	2.553722899
614	2.551165639
615	2.546546793
616	2.543678304
617	2.538108587
618	2.534213293
619	2.52989503
620	2.523865899
621	2.518252093
622	2.517543754
623	2.515994598
624	2.508203022
625	2.507712019
626	2.501974015
627	2.501531992
628	2.495859426
629	2.489823598
630	2.482965213
631	2.477846963
632	2.472495695
633	2.468883833
634	2.468458178
635	2.463814103
636	2.460925201
637	2.460448851
638	2.45714842
639	2.449496112
640	2.444090143
641	2.439683537
642	2.435353624
643	2.428678775
644	2.424073427
645	2.420052675
646	2.419667662
647	2.414308038
648	2.409739548
649	2.401508973
650	2.396623501
651	2.392469876
652	2.390015383
653	2.385391681
654	2.381147089
655	2.377917387
656	2.372306875
657	2.366543905
658	2.361178544
659	2.358163495
660	2.357692944
661	2.351062216
662	2.350682619
663	2.344301166
664	2.339157576
665	2.33883707
666	2.332353339
667	2.32872142
668	2.321999935
669	2.321300811
670	2.316590275
671	2.312488856
672	2.308077484
673	2.303194032
674	2.298682806
675	2.294724352
676	2.290989274
677	2.287422092
678	2.283026436
679	2.277560898
680	2.273685761
681	2.269686854
682	2.265540071
683	2.262713664
684	2.259654878
685	2.254623177
686	2.248934986
687	2.243518991
688	2.24057057
689	2.240218322
690	2.235525404
691	2.231109127
692	2.225063319
693	2.221553774
694	2.216739032
695	2.213595788
696	2.21300395
697	2.208878283
698	2.204381587
699	2.200613955
700	2.196187429
701	2.192622153
702	2.190765339
703	2.187763426
704	2.18419292
705	2.180792981
706	2.179217866
707	2.176017722
708	2.172202252
709	2.165223942
710	2.159865773
711	2.155425501
712	2.151886307
713	2.14715515
714	2.141836866
715	2.135123599
716	2.1296222
717	2.12689216
718	2.125346226
719	2.122240302
720	2.118089254
721	2.115274406
722	2.109447026
723	2.106601246
724	2.101862178
725	2.097238141
726	2.094239367
727	2.090291406
728	2.089832117
729	2.089376864
730	2.08532077
731	2.080144547
732	2.077570476
733	2.077306871
734	2.071984133
735	2.070056387
736	2.066237524
737	2.062500813
738	2.056979128
739	2.053630582
740	2.048672924
741	2.044197608
742	2.040953402
743	2.037182278
744	2.036906374
745	2.035363089
746	2.034368618
747	2.029113441
748	2.025713931
749	2.02256848
750	2.018971999
751	2.013444856
752	2.008873886
753	2.008668642
754	2.005061101
755	2.002829417
756	1.998649878
757	1.998369522
758	1.991680643
759	1.988379821
760	1.981806265
761	1.977528997
762	1.975399944
763	1.972178768
764	1.968620345
765	1.964767437
766	1.96307801
767	1.960441495
768	1.960184551
769	1.958558927
770	1.956774026
771	1.954783972
772	1.952095302
773	1.949184947
774	1.946460032
775	1.943075737
776	1.937609305
777	1.931185406
778	1.927169499
779	1.923869677
780	1.920510487
781	1.915847479
782	1.913224709
783	1.909339009
784	1.90498788
785	1.901510011
786	1.901186305
787	1.898807661
788	1.894513117
789	1.89423142
790	1.89171658
791	1.891510605
792	1.887483054
793	1.884774839
794	1.881611926
795	1.880033896
796	1.876213037
797	1.87513086
798	1.869115962
799	1.865556671
800	1.865375339
801	1.86153577
802	1.858170562
803	1.85446613
804	1.851187091
805	1.848500049
806	1.844044568
807	1.839276239
808	1.836595993
809	1.832110239
810	1.831915223
811	1.82927395
812	1.826644186
813	1.823570242
814	1.820767914
815	1.818784987
816	1.817501431
817	1.815119125
818	1.812136704
819	1.806326841
820	1.804508003
821	1.800184585
822	1.796383903
823	1.793480478
824	1.79079506
825	1.787899486
826	1.782816021
827	1.77823115
828	1.77424961
829	1.771680939
830	1.769004441
831	1.768509098
832	1.766717531
833	1.762888281
834	1.759581309
835	1.758192255
836	1.75559786
837	1.752356794
838	1.749848935
839	1.748351259
840	1.747343043
841	1.743720229
842	1.740017409
843	1.73771267
844	1.735519848
845	1.730839776
846	1.728215034
847	1.726899939
848	1.722589253
849	1.718683413
850	1.714242717
851	1.711164072
852	1.708875056
853	1.708665628
854	1.705598348
855	1.705353251
856	1.704867697
857	1.702158479
858	1.698467058
859	1.695792779
860	1.693523634
861	1.689004754
862	1.685150642
863	1.680046049
864	1.676999762
865	1.67565596
866	1.67265657
867	1.669594794
868	1.668521058
869	1.666052777
870	1.662892173
871	1.659732099
872	1.656030811
873	1.652185585
874	1.647922138
875	1.647689775
876	1.645147164
877	1.641843898
878	1.637890495
879	1.634314464
880	1.634090411
881	1.630928736
882	1.629124309
883	1.626570701
884	1.623825136
885	1.619794871
886	1.617545756
887	1.613116506
888	1.610115826
889	1.607398344
890	1.604980144
891	1.602854863
892	1.602694998
893	1.599562036
894	1.595681921
895	1.590753728
896	1.590055247
897	1.58915467
898	1.586488785
899	1.584547322
900	1.580552346
901	1.578187628
902	1.574276377
903	1.572308522
904	1.56991671
905	1.567509934
906	1.565778791
907	1.563012026
908	1.560217383
909	1.560034431
910	1.559097684
911	1.556212938
912	1.553708002
913	1.551573977
914	1.548500518
915	1.545526352
916	1.541992968
917	1.539091892
918	1.534697117
919	1.53297953
920	1.530830005
921	1.528327305
922	1.526327681
923	1.52613032
924	1.526046473
925	1.524677081
926	1.52305393
927	1.521747436
928	1.517000144
929	1.514983871
930	1.512540422
931	1.50971867
932	1.508129932
933	1.505410718
934	1.503539952
935	1.500378422
936	1.497568666
937	1.495652627
938	1.493328701
939	1.490816545
940	1.49059778
941	1.488105825
942	1.485980139
943	1.48248771
944	1.482183894
945	1.48170921
946	1.480211665
947	1.476817127
948	1.473542977
949	1.471721573
950	1.469189328
951	1.46670959
952	1.466017038
953	1.462356577
954	1.459238385
955	1.458007848
956	1.457552879
957	1.453016955
958	1.449632739
959	1.447800593
960	1.445688596
961	1.442119071
962	1.440049731
963	1.439979797
964	1.43742044
965	1.4372449
966	1.436983479
967	1.434007403
968	1.432518958
969	1.430343656
970	1.427649446
971	1.425078399
972	1.422265279
973	1.421534494
974	1.418474457
975	1.414756119
976	1.412211367
977	1.410087411
978	1.408610501
979	1.408542381
980	1.407364383
981	1.404864451
982	1.403167512
983	1.400076647
984	1.397342175
985	1.397275827
986	1.395542978
987	1.393320499
988	1.389535188
989	1.388803017
990	1.386800618
991	1.384922648
992	1.382490014
993	1.38126564
994	1.377055913
995	1.373449665
996	1.371889542
997	1.368999312
998	1.366974657
999	1.366703672
